ID,Title,Category,Muscle_Group,Muscles,Equipment,Difficulty,GIF_URL,use_time,Description
224,Cable Thibaudeau Kayak Row,Strength,Back,"Biceps, Lats, Lower Back",Cable,3/3,https://fitcron.com/wp-content/uploads/2021/04/24641301-Cable-Thibaudeau-Kayak-Row_Back_720.gif,False,Sit at a cable machine
225,Cable Lateral Pulldown With V Bar,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/26161301-Cable-Lateral-Pulldown-with-V-bar_Back_720.gif,False,Sit at a cable pulldown machine with a V-bar
226,Cable Seated Row With V Bar,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/26611301-Cable-Seated-Row-with-V-bar_Back_720.gif,False,Sit at a cable row machine with a V-bar
227,Cable One Arm Bent Over Row Back Fix,Strength,Back,"Biceps, Lats, Lower Back",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/01891301-Cable-One-Arm-Bent-over-Row_Back-FIX_720.gif,False,Stand beside a cable machine
228,Cable One Arm Pulldown,Strength,Back,"Biceps, Lats, Lower Back",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/35631301-Cable-One-Arm-Pulldown_Back_720.gif,False,Sit at a cable pulldown machine
229,Cable Standing Rear Delt Horizontal Row With Rope,Strength,Back,"Biceps, Deltoids, Lats",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/32321301-Cable-Standing-Rear-Delt-Horizontal-Row-with-rope_Shoulder_720.gif,False,Stand at a cable machine
230,Cable Parallel Grip Lat Pulldown On Floor,Strength,Back,"Biceps, Lats, Lower Back",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/33581301-Cable-Parallel-Grip-Lat-Pulldown-on-Floor_Back_720.gif,False,Lie on the floor under a cable machine
231,Cable Bent Over Row,Strength,Back,"Biceps, Lats, Lower Back",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/38591301-Cable-Bent-Over-Row_Back_720.gif,False,Stand at a cable machine
232,Cable Seated Pullover,Strength,Back,"Biceps, Lats, Lower Back","Incline Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/41801301-Cable-Seated-Pullover_Back_720.gif,False,Sit at a cable machine with a high attachment
233,Cable Half Kneeling External Rotation,Strength,Back,"Biceps, Deltoids, Lats",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/41941301-Cable-Half-Kneeling-External-Rotation_Back_720.gif,False,Half-kneel beside a cable machine
234,Cable Wide Neutral Grip Pulldown,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",3/3,https://fitcron.com/wp-content/uploads/2021/04/42171301-Cable-Wide-Neutral-Grip-PullDown_Back_720.gif,False,Sit at a cable pulldown machine with a wide neutral grip bar
235,Cable Cross Over Lateral Pulldown,Strength,Back,"Biceps, Lats, Lower Back",Cable,3/3,https://fitcron.com/wp-content/uploads/2021/04/01531301-Cable-Cross-over-Lateral-Pulldown_Back_720.gif,False,Sit at a cable pulldown machine
236,Cable Decline Seated Wide Grip Row,Strength,Back,"Biceps, Lats, Lower Back","Incline Bench, Cable",3/3,https://fitcron.com/wp-content/uploads/2021/04/01591301-Cable-Decline-Seated-Wide-Grip-Row_Back_720.gif,False,Sit at a cable row machine on a decline bench
237,Cable High Row Kneeling Rope Attachment,Strength,Back,"Biceps, Lats, Lower Back",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/01671301-Cable-High-Row-kneeling-rope-attachment_Back_720.gif,False,Kneel at a cable machine with a rope
238,Cable Incline Pushdown,Strength,Back,"Biceps, Lats, Lower Back","Incline Bench, Cable",3/3,https://fitcron.com/wp-content/uploads/2021/04/01721301-Cable-Incline-Pushdown_Back_720.gif,False,Lie on an incline bench facing a cable machine
239,Cable Lateral Pulldown With Rope Attachment,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/01771301-Cable-Lateral-Pulldown-with-rope-attachment_Back_720.gif,False,Sit at a cable pulldown machine with a rope
240,Cable Low Seated Row,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/01801301-Cable-Low-Seated-Row_Back_720.gif,False,Sit at a low cable row machine
241,Cable One Arm Straight Back High Row Kneeling,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/01931301-Cable-One-Arm-Straight-Back-High-Row-kneeling_Back_720.gif,False,Kneel at a cable machine
242,Cable Pulldown Pro Lat Bar,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/01971301-Cable-Pulldown-pro-lat-bar_Back_720.gif,False,Sit at a cable pulldown machine with a pro lat bar
243,Cable Pulldown,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",1/3,https://fitcron.com/wp-content/uploads/2021/04/01981301-Cable-Pulldown_Back_720.gif,False,Sit at a cable pulldown machine
244,Cable Rear Delt Row Stirrups,Strength,Back,"Biceps, Deltoids, Lats","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/02021301-Cable-Rear-Delt-Row-stirrups_Shoulders_720.gif,False,Stand at a cable machine
245,Cable Wide Grip Rear Pulldown Behind Neck,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",1/3,https://fitcron.com/wp-content/uploads/2021/04/13251301-Cable-Wide-Grip-Rear-Pulldown-Behind-Neck_Back_720.gif,False,Sit at a cable pulldown machine
246,Cable Reverse Grip Straight Back Seated High Row,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",1/3,https://fitcron.com/wp-content/uploads/2021/04/02081301-Cable-Reverse-grip-Straight-Back-Seated-High-Row_Back_720.gif,False,Sit at a cable row machine
247,Cable Seated High Row V Bar,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/02131301-Cable-Seated-High-Row-V-bar_Back_720.gif,False,Sit at a cable row machine with a V-bar
248,Cable Standing Lift,Strength,Back,"Biceps, Lats, Lower Back",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/02301301-Cable-Standing-Lift_waist_720.gif,False,Stand at a cable machine with a low attachment
249,Cable Straight Arm Pulldown,Strength,Back,"Biceps, Lats, Lower Back",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/02381301-Cable-Straight-Arm-Pulldown_Back_720.gif,False,Stand at a cable machine with a high attachment
250,Cable Underhand Pulldown,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/02451301-Cable-Underhand-Pulldown_Back_720.gif,False,Sit at a cable pulldown machine
251,Cable Close Grip Front Lat Pulldown,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/10471301-Cable-Close-Grip-Front-Lat-Pulldown_Back_720.gif,False,Sit at a cable pulldown machine with a close grip handle
252,Cable One Arm Lat Pulldown,Strength,Back,"Biceps, Lats, Lower Back","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/12041301-Cable-one-arm-lat-pulldown_back_720.gif,False,Sit at a cable pulldown machine
253,Cable Standing Lat Pushdown Rope Equipment,Strength,Back,"Biceps, Lats, Lower Back",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/12291301-Cable-Standing-Lat-Pushdown-rope-equipment_Back_720.gif,False,Stand at a cable machine with a high rope attachment
254,Cable Seated Row Bent Bar,Strength,Back,"Biceps, Lats, Lower Back",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/12381301-Cable-Seated-Row-Bent-bar_Back_720.gif,False,Sit at a cable row machine with a bent bar
255,Cable Seated Wide Grip Row,Strength,Back,"Biceps, Lats, Lower Back",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/02181301-Cable-Seated-Wide-grip-Row_Back_720.gif,False,Sit at a cable row machine with a wide grip bar
256,Cable Twisting Pull,Strength,Back,"Biceps, Lats, Obliques",Cable,3/3,https://fitcron.com/wp-content/uploads/2021/04/02441301-Cable-Twisting-Pull_Back_720.gif,False,Stand at a cable machine with a high attachment
257,Cable One Arm Twisting Seated Row,Strength,Back,"Biceps, Lats, Obliques",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/12051301-Cable-one-arm-twisting-seated-row_back_720.gif,False,Sit at a cable row machine
258,Cable Twisting Standing High Row,Strength,Back,"Biceps, Lats, Obliques",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/12101301-Cable-Twisting-Standing-high-Row_back_720.gif,False,Stand at a cable machine with a high attachment
259,Cable Rope Crossover Seated Row,Strength,Back,"Biceps, Lats, Lower Back",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/13201301-Cable-Rope-Crossover-Seated-Row_Back_720.gif,False,Sit at a cable row machine with a rope
260,Alternate Lateral Pulldown,Strength,Back,"Biceps, Lats, Lower Back",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/00071301-Alternate-Lateral-Pulldown_back_720.gif,False,Sit at a cable pulldown machine
261,Band One Arm Standing Low Row,Strength,Back,"Biceps, Lats, Lower Back",Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/09881301-Band-one-arm-Standing-Low-Row_Back_720.gif,False,Stand with a resistance band anchored low
262,Band Kneeling One Arm Pulldown,Strength,Back,"Biceps, Lats, Lower Back",Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/09831301-Band-kneeling-one-arm-pulldown_Back_720.gif,False,Kneel with a resistance band anchored high
263,Band One Arm Twisting Seated Row,Strength,Back,"Biceps, Lats, Obliques",Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/09901301-Band-One-Arm-Twisting-Seated-Row_Back_720.gif,False,Sit with a resistance band anchored in front
264,Band Fixed Back Underhand Pulldown,Strength,Back,"Biceps, Lats, Lower Back",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/31161301-Band-Fixed-Back-Underhand-Pulldown_Back_720.gif,False,Anchor a resistance band high
265,Band Fixed Back Close Grip Pulldown,Strength,Back,"Biceps, Lats, Lower Back",Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/31171301-Band-Fixed-Back-Close-Grip-Pulldown_Back_720.gif,False,Anchor a resistance band high
266,Band Alternate Low Row Wtih Twist,Strength,Back,"Biceps, Lats, Obliques",Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/33251301-Band-Alternate-Low-Row-wtih-Twist_Back_720.gif,False,Stand with a resistance band anchored low
267,Band Seated Row Male,Strength,Back,"Biceps, Lats, Lower Back",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/38961301-Band-seated-row-male_Back_720.gif,False,Sit with a resistance band anchored in front
268,Suspender Weighted Inverted Row,Strength,Back,"Biceps, Lats, Lower Back",Resistance Bands,3/3,https://fitcron.com/wp-content/uploads/2021/04/28341301-Suspender-Weighted-Inverted-Row_Back_720.gif,False,Hang under suspenders with added weight
269,Inverted Row With Straps,Strength,Back,"Biceps, Lats, Lower Back",Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/04981301-Inverted-Row-with-Straps_back_720.gif,False,Hang under straps
270,Band Alternate Lat Pulldown With Twist,Strength,Back,"Biceps, Lats, Obliques",Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/33261301-Band-Alternate-Lat-Pulldown-with-Twist_Back_720.gif,False,Anchor a resistance band high
271,Rear Delt Fly With Bed Sheet,Strength,Back,"Biceps, Deltoids, Lats",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/37441301-Rear-Delt-Fly-with-Bed-Sheet_Shoulders_720.gif,False,Hold a bed sheet anchored at chest height
272,Rear Delt Row With Bed Sheet,Strength,Back,"Biceps, Deltoids, Lats",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/37461301-Rear-Delt-Row-with-Bed-Sheet_Back_720.gif,False,Hold a bed sheet anchored low
273,Inverted Row With Bed Sheet,Strength,Back,"Biceps, Lats, Lower Back",Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/37491301-Inverted-Row-with-Bed-Sheet_Back_720.gif,False,Hang under a bed sheet anchored securely
274,Cable Alternate Shoulder Press,Strength,Shoulder,"Deltoids, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/01481301-Cable-Alternate-Shoulder-Press_Shoulders_720.gif,False,Stand at a cable machine with handles at shoulder height
275,Cable Forward Raise,Strength,Shoulder,Deltoids,Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/01611301-Cable-Forward-Raise_Shoulders_720.gif,False,Stand at a cable machine with a low attachment
276,Cable Front Raise,Strength,Shoulder,Deltoids,Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/01621301-Cable-Front-Raise_Shoulders_720.gif,False,Stand at a cable machine with a low attachment
277,Cable One Arm Lateral Raise,Strength,Shoulder,Deltoids,Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/01921301-Cable-One-Arm-Lateral-Raise_Shoulders_720.gif,False,Stand sideways to a cable machine with a low attachment
278,Cable Shoulder Press,Strength,Shoulder,"Deltoids, Triceps",Cable,1/3,https://fitcron.com/wp-content/uploads/2021/04/02191301-Cable-Shoulder-Press_Shoulders_720.gif,False,Stand at a cable machine with handles at shoulder height
279,Cable Shrug,Strength,Shoulder,"Deltoids, Upper traps",Cable,1/3,https://fitcron.com/wp-content/uploads/2021/04/02201301-Cable-Shrug_Back_720.gif,False,Stand at a cable machine with low attachments
280,Cable Standing Shoulder External Rotation,Strength,Shoulder,Deltoids,Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/02351301-Cable-Standing-Shoulder-External-Rotation_Back_720.gif,False,Stand sideways to a cable machine with a low attachment
281,Cable Upright Row,Strength,Shoulder,"Deltoids, Triceps, Upper Traps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/02461301-Cable-Upright-Row_shoulder_720.gif,False,Stand at a cable machine with a low attachment
282,Cable Seated Shoulder Internal Rotation,Strength,Shoulder,Deltoids,Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/02161301-Cable-Seated-Shoulder-Internal-Rotation_Back_720.gif,False,Sit sideways to a cable machine with a low attachment
283,Cable Side Lying Lateral Raise,Strength,Shoulder,Deltoids,Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/29241301-Cable-Side-Lying-Lateral-Raise_Shoulders_720.gif,False,Lie on your side with a cable attached to your wrist
284,Cable Kneeling Rear Delt Row With Rope Male,Strength,Shoulder,"Deltoids, Lats",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/36971301-Cable-Kneeling-Rear-Delt-Row-with-rope-male_Shoulder_720.gif,False,Kneel at a cable machine with a rope
285,Cable Leaning Lateral Raise,Strength,Shoulder,Deltoids,Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/38801301-Cable-Leaning-Lateral-Raise_Shoulders_720.gif,False,Lean away from a cable machine with a low attachment
286,Cable Bent Over One Arm Lateral Raise,Strength,Shoulder,Deltoids,Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/39121301-Cable-Bent-Over-One-Arm-Lateral-Raise_Shoulders_720.gif,False,Bend forward at a cable machine with a low attachment
287,Cable Kneeling Shoulder Press,Strength,Shoulder,"Deltoids, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/40101301-Cable-Kneeling-Shoulder-Press_Shoulders_720.gif,False,Kneel at a cable machine with handles at shoulder height
288,Cable Standing Front Raise Variation,Strength,Shoulder,Deltoids,Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/40141301-Cable-Standing-Front-Raise-Variation_Shoulders_720.gif,False,Stand at a cable machine with a low attachment
289,Cable Lying Upright Row,Strength,Shoulder,Deltoids,Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/42251301-Cable-Lying-Upright-Row_Shoulders_720.gif,False,Lie on your back at a cable machine with a low attachment
290,Cable Lying Shrug,Strength,Shoulder,Deltoids,"Flat Bench, Cable",1/3,https://fitcron.com/wp-content/uploads/2021/04/42261301-Cable-Lying-Shrug_Back_720.gif,False,Lie on your back at a cable machine with a low attachment
291,Cable Lying Front Raise,Strength,Shoulder,Deltoids,Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/42271301-Cable-Lying-Front-Raise_Shoulders_720.gif,False,Lie on your back at a cable machine with a low attachment
292,Band Shoulder Press,Strength,Shoulder,"Deltoids, Triceps",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/09971301-Band-shoulder-press_Shoulders_720.gif,False,Stand on a resistance band
293,Band Reverse Fly,Strength,Shoulder,"Deltoids, Lats",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/09931301-Band-reverse-fly_Shoulders_720.gif,False,Hold a resistance band with arms extended
294,Band Y Raise,Strength,Shoulder,Deltoids,Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/10171301-Band-Y-raise_Shoulders_720.gif,False,Hold a resistance band anchored low
295,Band Shrug,Strength,Shoulder,"Deltoids, Upper traps",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/10181301-Band-shrug_Back_720.gif,False,Stand on a resistance band
296,Band Standing Rear Delt Row,Strength,Shoulder,"Deltoids, Lats",Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/10221301-Band-standing-rear-delt-row_Shoulders_720.gif,False,Hold a resistance band anchored at chest height
297,Band Lateral Raise Version 2,Strength,Shoulder,Deltoids,Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/15081301-Band-Lateral-Raise-Version-2_Shoulders_720.gif,False,Stand on a resistance band
298,Band Upright Row Under Two Feet,Strength,Shoulder,"Deltoids, Triceps, Upper Traps",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/15001301-Band-Upright-Row-Under-two-feet_Shoulders_720.gif,False,Stand on a resistance band with both feet
299,Band Front Raise,Strength,Shoulder,Deltoids,Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/09781301-Band-front-raise_Shoulders_720.gif,False,Stand on a resistance band
300,Band Pull Apart,Strength,Shoulder,"Deltoids, Lats",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/15031301-Band-Pull-Apart_Shoulders_720.gif,False,Hold a resistance band with arms extended
301,Band Behind Neck Shoulder Press,Strength,Shoulder,"Deltoids, Triceps",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/14991301-Band-Behind-Neck-Shoulder-Press_Shoulders_720.gif,False,Anchor a resistance band behind neck
302,Band Single Arm Shoulder Press,Strength,Shoulder,"Deltoids, Triceps",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/29961301-Band-Single-Arm-Shoulder-Press_Shoulder_720.gif,False,Stand on a resistance band
303,Band Bent Over Rear Lateral Raise Male,Strength,Shoulder,Deltoids,Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/39711301-Band-bent-over-rear-lateral-raise-male_Shoulders_720.gif,False,Bend forward
304,Band Front Lateral Raise,Strength,Shoulder,Deltoids,Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/09771301-Band-front-lateral-raise_Shoulders_720.gif,False,Stand on a resistance band
305,Shrug On Parallel Bars,Strength,Shoulder,"Deltoids, Upper Traps",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/41761301-Shrug-on-parallel-bars_Back_720.gif,False,Support yourself on parallel bars
306,Scapula Dips,Strength,Shoulder,Deltoids,Flat Bench,2/3,https://fitcron.com/wp-content/uploads/2021/04/30121301-Scapula-Dips_Back_720.gif,False,Support yourself on parallel bars
307,Pike Push Up Between Benches,Strength,Shoulder,"Deltoids, Triceps",Flat Bench,3/3,https://fitcron.com/wp-content/uploads/2021/04/34011301-Pike-Push-up-between-Benches_Shoulders_720.gif,False,Place hands on two benches
308,Pike Push Up On Bench Version 2,Strength,Shoulder,"Deltoids, Triceps",Flat Bench,2/3,https://fitcron.com/wp-content/uploads/2021/04/33831301-Pike-Push-up-on-Bench-VERSION-2_Chest_720.gif,False,Place hands on a bench
309,Handstand Push Up,Strength,Shoulder,"Deltoids, Triceps",,3/3,https://fitcron.com/wp-content/uploads/2021/04/04711301-Handstand-Push-Up_Shoulders_720.gif,False,Perform a handstand against a wall
310,Handstand Shoulder Press With Wall Between Benches,Strength,Shoulder,"Deltoids, Triceps",Flat Bench,3/3,https://fitcron.com/wp-content/uploads/2021/04/39161301-Handstand-Shoulder-Press-with-Wall-between-benches_Shoulders_720.gif,False,In a handstand with hands on benches against a wall
311,Lever Reverse Shoulder Press Plate Loaded,Strength,Shoulder,"Deltoids, Triceps",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/04/41741301-Lever-Reverse-Shoulder-Press-plate-loaded_Shoulders_720.gif,False,Sit in a lever reverse shoulder press machine
312,Lever Seated Reverse Fly Parallel Grip,Strength,Shoulder,"Deltoids, Lats",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/04/06011301-Lever-Seated-Reverse-Fly-parallel-grip_shoulder_720.gif,False,Sit in a lever reverse fly machine
313,Lever Seated Reverse Fly,Strength,Shoulder,"Deltoids, Lats",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/04/06021301-Lever-Seated-Reverse-Fly_Shoulders_720.gif,False,Sit in a lever reverse fly machine
314,Landmine Kneeling One Arm Shoulder Press,Strength,Shoulder,"Deltoids, Triceps",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/04/35251301-Landmine-Kneeling-One-Arm-Shoulder-Press_Shoulders_720.gif,False,Kneel holding a landmine barbell with one hand
315,Lever Shoulder Press Plate Loaded Ii,Strength,Shoulder,"Deltoids, Triceps",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/04/08691301-Lever-Shoulder-Press-plate-loaded-II_Shoulders_720.gif,False,Sit in a lever shoulder press machine
316,Lever Shrug Plate Loaded,Strength,Shoulder,"Deltoids, Upper Traps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/06041301-Lever-Shrug-plate-loaded_Back_720.gif,False,Sit in a lever shrug machine
317,Lever Gripless Shrug Version 2,Strength,Shoulder,"Deltoids, Upper Traps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/14391301-Lever-Gripless-Shrug-VERSION-2_Back_720.gif,False,Stand in a lever gripless shrug machine
318,Lever Incline Hammer Chest Press,Strength,Shoulder,"Chest, Deltoids",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/04/11951301-Lever-Incline-Hammer-Chest-Press_Chest_720.gif,False,Sit in a lever incline hammer press machine
319,Lever Seated Shoulder Press,Strength,Shoulder,"Deltoids, Triceps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/14541103-Lever-Seated-Shoulder-Press_Shoulders_720.gif,False,Sit in a lever shoulder press machine
320,Lever Seated Hammer Grip Shoulder Press,Strength,Shoulder,"Deltoids, Triceps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/29621301-Lever-Seated-Hammer-Grip-Shoulder-Press_Shoulder_720.gif,False,Sit in a lever shoulder press machine with a hammer grip
321,Landmine Lateral Raise,Strength,Shoulder,Deltoids,Machine,2/3,https://fitcron.com/wp-content/uploads/2021/04/32371301-Landmine-Lateral-Raise_Shoulders_720.gif,False,Hold a landmine barbell with one hand
322,Lever Lateral Raise Version 2,Strength,Shoulder,Deltoids,Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/33431301-Lever-Lateral-Raise-VERSION-2_Shoulders_720.gif,False,Sit in a lever lateral raise machine
323,Dumbbell Arnold Press Ii,Strength,Shoulder,"Deltoids, Triceps",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/02871301-Dumbbell-Arnold-Press-II_Shoulders_720.gif,False,Sit holding dumbbells at shoulder height
324,Dumbbell Decline Shrug Ii,Strength,Shoulder,"Deltoids, Upper Traps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03041301-Dumbbell-Decline-Shrug-II_Back_720.gif,False,Lie on a decline bench holding dumbbells
325,Dumbbell Front Raise Ii,Strength,Shoulder,Deltoids,Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/04/03091301-Dumbbell-Front-Raise-II_Shoulders_720.gif,False,Stand holding dumbbells
326,Dumbbell Front Raise,Strength,Shoulder,Deltoids,Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/03101301-Dumbbell-Front-Raise_Shoulders_720.gif,False,Stand holding dumbbells
327,Dumbbell Full Can Lateral Raise,Strength,Shoulder,Deltoids,Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/04/03111301-Dumbbell-Full-Can-Lateral-Raise_Shoulders_720.gif,False,Stand holding dumbbells with thumbs up
328,Dumbbell Incline One Arm Lateral Raise,Strength,Shoulder,Deltoids,"Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03231301-Dumbbell-Incline-One-Arm-Lateral-Raise_shoulders_720.gif,False,Lie on an incline bench holding a dumbbell
329,Dumbbell Incline Raise,Strength,Shoulder,Deltoids,"Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03251301-Dumbbell-Incline-Raise_Shoulders_720.gif,False,Lie on an incline bench holding dumbbells
330,Dumbbell Incline Shrug,Strength,Shoulder,"Deltoids, Upper Traps","Flat Bench, Dumbbells",1/3,https://fitcron.com/wp-content/uploads/2021/04/03291301-Dumbbell-Incline-Shrug_Back_720.gif,False,Lie on an incline bench holding dumbbells
331,Dumbbell Lying One Arm Deltoid Rear,Strength,Shoulder,Deltoids,"Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03411301-Dumbbell-Lying-One-Arm-Deltoid-Rear_Shoulders_720.gif,False,Lie face down on a bench holding a dumbbell
332,Dumbbell Raise,Strength,Shoulder,Deltoids,Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/03761301-Dumbbell-Raise_Shoulders_720.gif,False,Stand holding dumbbells
333,Dumbbell Standing Front Raise Above Head,Strength,Shoulder,Deltoids,Dumbbells,3/3,https://fitcron.com/wp-content/uploads/2021/04/04191301-Dumbbell-Standing-Front-Raise-Above-Head_Shoulders_720.gif,False,Stand holding dumbbells
334,Dumbbell Standing Overhead Press,Strength,Shoulder,"Deltoids, Triceps",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/04261301-Dumbbell-Standing-Overhead-Press_shoulder_720.gif,False,Stand holding dumbbells at shoulder height
335,Dumbbell Standing Palms In Press,Strength,Shoulder,"Deltoids, Triceps",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/04271301-Dumbbell-Standing-Palms-In-Press_Shoulders_720.gif,False,Stand holding dumbbells at shoulder height
336,Dumbbell Upright Row,Strength,Shoulder,"Deltoids, Triceps, Upper Traps",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/04371301-Dumbbell-Upright-Row_shoulder_720.gif,False,Stand holding dumbbells
337,Dumbbell W Press,Strength,Shoulder,"Deltoids, Triceps",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/04381301-Dumbbell-W-press_Shoulders_720.gif,False,Stand holding dumbbells at shoulder height
338,Dumbbell Upright Shoulder External Rotation,Strength,Shoulder,Deltoids,Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/08641301-Dumbbell-Upright-Shoulder-External-Rotation_Back_720.gif,False,Stand holding dumbbells with elbows bent at 90 degrees
